에이전트,질문,평가항목,가용여부,가용 데이터,테이블/컬럼,가정/갭,실제 쿼리,예상 답변
매출 관리,지난 달 시간대별 매출 피크 알려줘,피크시간 탐지,✅,시간대 매출,"core_hourly_item_sales.tmzon_div,sale_amt",-,"SELECT tmzon_div, SUM(sale_amt) AS total_sale_amt FROM core_hourly_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY tmzon_div ORDER BY total_sale_amt DESC LIMIT 5",요청한 월간 기준 매출이 높은 시간대 순위를 제공합니다.
매출 관리,지난 달 온라인/오프라인 채널 매출 비중,채널믹스 계산 정확성,✅,채널별 매출,"core_channel_sales.ho_chnl_div,sale_amt",-,"SELECT ho_chnl_div, SUM(sale_amt) AS total_sale_amt, SUM(sale_amt) / NULLIF(SUM(SUM(sale_amt)) OVER (),0) AS sale_ratio FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY ho_chnl_div ORDER BY total_sale_amt DESC",요청한 월간 기준 채널별 매출 비중을 제공합니다.
매출 관리,지난 달 배달 채널별 주문건수 비교,채널별 주문건수,⚠️,채널명/주문건수,"core_channel_sales.ho_chnl_nm,ord_cnt",ho_chnl_nm 데이터 품질에 따라 플랫폼 분리가 일부 불완전할 수 있음,"SELECT ho_chnl_nm, SUM(ord_cnt) AS total_ord_cnt FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND ho_chnl_div LIKE '온라인%' GROUP BY ho_chnl_nm ORDER BY total_ord_cnt DESC",요청한 월간 기준 배달 채널별 주문건수를 제공합니다.
매출 관리,지난 달 결제수단별 매출 비중,결제믹스 분석,✅,결제수단별 매출,"raw_daily_store_pay_way.pay_way_cd_nm,pay_amt,sale_dt",-,"SELECT pay_way_cd_nm, SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) AS total_pay_amt, SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0)) / NULLIF(SUM(SUM(COALESCE(NULLIF(pay_amt,'')::numeric,0))) OVER (),0) AS pay_ratio FROM raw_daily_store_pay_way WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY pay_way_cd_nm ORDER BY total_pay_amt DESC",요청한 월간 기준 결제수단별 매출 비중을 제공합니다.
매출 관리,지난 달 할인금액이 큰 상품 상위 10개,할인 영향 상품 파악,✅,상품별 할인금액,"core_daily_item_sales.dc_amt,item_cd,item_nm",-,"SELECT item_cd, item_nm, SUM(dc_amt) AS total_dc_amt, SUM(sale_amt) AS total_sale_amt FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_dc_amt DESC LIMIT 10",요청한 월간 기준 할인금액 영향이 큰 상품을 제공합니다.
매출 관리,지난 달 캠페인 매출 비중 알려줘,캠페인 기여도 계산,⚠️,캠페인 시간대 매출 합계,"raw_daily_store_cpi_tmzon.act_amt_00~23,raw_campaign_master",raw_daily_store_cpi_tmzon에 일자 컬럼이 없어 기간 정밀 비교 제약,"SELECT cpi_nm, SUM(COALESCE(NULLIF(act_amt_00,'')::numeric,0)+COALESCE(NULLIF(act_amt_01,'')::numeric,0)+COALESCE(NULLIF(act_amt_02,'')::numeric,0)+COALESCE(NULLIF(act_amt_03,'')::numeric,0)+COALESCE(NULLIF(act_amt_04,'')::numeric,0)+COALESCE(NULLIF(act_amt_05,'')::numeric,0)+COALESCE(NULLIF(act_amt_06,'')::numeric,0)+COALESCE(NULLIF(act_amt_07,'')::numeric,0)+COALESCE(NULLIF(act_amt_08,'')::numeric,0)+COALESCE(NULLIF(act_amt_09,'')::numeric,0)+COALESCE(NULLIF(act_amt_10,'')::numeric,0)+COALESCE(NULLIF(act_amt_11,'')::numeric,0)+COALESCE(NULLIF(act_amt_12,'')::numeric,0)+COALESCE(NULLIF(act_amt_13,'')::numeric,0)+COALESCE(NULLIF(act_amt_14,'')::numeric,0)+COALESCE(NULLIF(act_amt_15,'')::numeric,0)+COALESCE(NULLIF(act_amt_16,'')::numeric,0)+COALESCE(NULLIF(act_amt_17,'')::numeric,0)+COALESCE(NULLIF(act_amt_18,'')::numeric,0)+COALESCE(NULLIF(act_amt_19,'')::numeric,0)+COALESCE(NULLIF(act_amt_20,'')::numeric,0)+COALESCE(NULLIF(act_amt_21,'')::numeric,0)+COALESCE(NULLIF(act_amt_22,'')::numeric,0)+COALESCE(NULLIF(act_amt_23,'')::numeric,0)) AS campaign_sale_amt FROM raw_daily_store_cpi_tmzon WHERE masked_stor_cd = :store_id GROUP BY cpi_nm ORDER BY campaign_sale_amt DESC LIMIT 10","점포 기준 누적 캠페인 매출 상위를 제공하며, 기간 정밀 비교는 제약이 있습니다."
매출 관리,지난 달 환불(반품) 금액이 큰 상품 상위 10개,반품 리스크 상품 탐지,✅,반품수량/반품금액,"core_daily_item_sales.rtn_qty,rtn_amt",-,"SELECT item_cd, item_nm, SUM(rtn_amt) AS total_rtn_amt, SUM(rtn_qty) AS total_rtn_qty FROM core_daily_item_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd, item_nm ORDER BY total_rtn_amt DESC LIMIT 10",요청한 월간 기준 반품 금액이 큰 상품을 제공합니다.
매출 관리,지난 달 객단가(건당 매출) 알려줘,객단가 계산,✅,채널별 매출/주문건수,"core_channel_sales.sale_amt,ord_cnt",주문건수 기준이라 영수증 기준 객단가와 차이 가능,"SELECT SUM(sale_amt) AS total_sale_amt, SUM(ord_cnt) AS total_ord_cnt, SUM(sale_amt) / NULLIF(SUM(ord_cnt),0) AS avg_sale_per_order FROM core_channel_sales WHERE masked_stor_cd = :store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",요청한 월간 기준 주문건수 기반 객단가를 제공합니다.
매출 관리,지난 달 경쟁 점포 대비 매출 순위 알려줘,외부 비교 가능 여부,❌,경쟁점포 식별/매출 매핑 부재,(해당 없음),경쟁점포 코드/매출 매핑 테이블이 없음,"SELECT 'UNAVAILABLE' AS status, '경쟁점포 매핑 데이터 부재' AS reason",현재 DB에는 경쟁 점포 매핑이 없어 점포 간 순위 비교를 직접 제공할 수 없습니다.
생산 관리,그럼 오늘 부족 품목 중 판매가 빠른 것부터 다시 정리해줘,연결형-부족 우선순위,⚠️,재고+시간대 판매량,"core_stock_rate.stk_avg,core_hourly_item_sales.sale_qty",재고는 배치 스냅샷,"WITH low AS (SELECT item_cd,item_nm,SUM(stk_avg) AS s FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)<0), spd AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT l.item_cd,l.item_nm,l.s AS shortage_qty,COALESCE(s.v,0) AS avg_hourly_sale_qty FROM low l LEFT JOIN spd s ON s.item_cd=l.item_cd ORDER BY COALESCE(s.v,0) DESC,l.s ASC LIMIT 10",부족 품목 중 판매가 빠른 순서부터 우선 대응 목록을 보여드립니다.
생산 관리,그럼 오늘 과잉 품목은 할인 후보로 몇 개 추려줘,연결형-과잉 처리,✅,과잉 재고량,"core_stock_rate.stk_avg,stk_rt",-,"SELECT item_cd,item_nm,SUM(stk_avg) AS excess_qty,AVG(stk_rt) AS avg_stk_rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)>0 ORDER BY excess_qty DESC LIMIT 10",과잉 재고가 큰 품목을 할인 검토 후보로 정리해드립니다.
생산 관리,방금 본 부족 품목 기준으로 오늘 생산 등록을 얼마나 했는지 보여줘,연결형-대응 실행량,✅,생산등록 이력,"production_registrations.sku_id,qty",-,"SELECT sku_id AS item_cd,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY sku_id ORDER BY reg_qty DESC LIMIT 20",부족 대응을 위해 실제 등록한 생산량을 품목별로 보여드립니다.
생산 관리,그럼 오늘 품절 시각이 더 빨라진 품목만 따로 알려줘,연결형-악화 감지,⚠️,품절시각,"core_stockout_time.stockout_hour,is_stockout",시각 파싱 누락 가능,"WITH d AS (SELECT item_cd,AVG(stockout_hour) AS h FROM core_stockout_time WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND is_stockout=TRUE GROUP BY item_cd) SELECT item_cd,h FROM d ORDER BY h ASC NULLS LAST LIMIT 10",품절 시각이 빠른 품목을 우선 점검 대상으로 알려드립니다.
생산 관리,이 품목들 기준으로 오늘 폐기 손실까지 같이 보여줘,연결형-손실 연계,✅,폐기수량,"raw_inventory_extract.disuse_qty,item_cd,item_nm",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(disuse_qty,'')::numeric,0)) AS disuse_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY disuse_qty DESC LIMIT 10",같은 품목의 폐기 규모까지 함께 보여드립니다.
생산 관리,그럼 오늘 1차 생산만으로 커버 가능한 품목 비율이 얼마나 돼?,연결형-차수 효율,⚠️,차수 생산량,"raw_production_extract.prod_qty,prod_qty_2,prod_qty_3",1차 커버 기준은 단순 비율,"SELECT SUM(COALESCE(NULLIF(prod_qty,'')::numeric,0)) AS first_qty,SUM(COALESCE(NULLIF(prod_qty_2,'')::numeric,0)+COALESCE(NULLIF(prod_qty_3,'')::numeric,0)) AS extra_qty FROM raw_production_extract WHERE masked_stor_cd=:store_id AND to_date(prod_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",1차 생산 비중을 기준으로 운영 단순화 가능성을 확인해드립니다.
생산 관리,방금 결과에서 오늘 재고가 음수였다가 회복된 품목 알려줘,연결형-회복 추적,✅,재고량 추이,"core_stock_rate.stk_avg,prc_dt",-,"WITH b AS (SELECT item_cd,MIN(CASE WHEN stk_avg<0 THEN to_date(prc_dt,'YYYYMMDD') END) AS first_neg,MAX(CASE WHEN stk_avg>=0 THEN to_date(prc_dt,'YYYYMMDD') END) AS last_nonneg FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT item_cd,first_neg,last_nonneg FROM b WHERE first_neg IS NOT NULL AND last_nonneg IS NOT NULL ORDER BY last_nonneg DESC LIMIT 20",음수 재고에서 회복된 품목을 확인해드립니다.
생산 관리,그럼 오늘 재고 경보가 잦은 요일이 언제야?,연결형-요일 패턴,✅,일자별 재고율,"core_stock_rate.prc_dt,stk_rt",-,"SELECT EXTRACT(DOW FROM to_date(prc_dt,'YYYYMMDD')) AS dow,COUNT(*) FILTER (WHERE stk_rt<0) AS warning_cnt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY warning_cnt DESC",재고 경보가 자주 발생한 요일을 보여드립니다.
생산 관리,앞에서 본 위험 품목 기준으로 오늘 우선 생산 리스트 5개만 뽑아줘,연결형-실행 리스트,✅,위험품목+판매속도,"core_stock_rate,core_hourly_item_sales",-,"WITH r AS (SELECT item_cd,item_nm,AVG(stk_rt) AS rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), s AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT r.item_cd,r.item_nm,r.rt,COALESCE(s.v,0) AS speed FROM r LEFT JOIN s ON s.item_cd=r.item_cd ORDER BY r.rt ASC, speed DESC LIMIT 5",바로 실행 가능한 우선 생산 리스트 5개를 제공합니다.
생산 관리,그럼 어제 부족 품목 중 판매가 빠른 것부터 다시 정리해줘,연결형-부족 우선순위,⚠️,재고+시간대 판매량,"core_stock_rate.stk_avg,core_hourly_item_sales.sale_qty",재고는 배치 스냅샷,"WITH low AS (SELECT item_cd,item_nm,SUM(stk_avg) AS s FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)<0), spd AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT l.item_cd,l.item_nm,l.s AS shortage_qty,COALESCE(s.v,0) AS avg_hourly_sale_qty FROM low l LEFT JOIN spd s ON s.item_cd=l.item_cd ORDER BY COALESCE(s.v,0) DESC,l.s ASC LIMIT 10",부족 품목 중 판매가 빠른 순서부터 우선 대응 목록을 보여드립니다.
생산 관리,그럼 어제 과잉 품목은 할인 후보로 몇 개 추려줘,연결형-과잉 처리,✅,과잉 재고량,"core_stock_rate.stk_avg,stk_rt",-,"SELECT item_cd,item_nm,SUM(stk_avg) AS excess_qty,AVG(stk_rt) AS avg_stk_rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)>0 ORDER BY excess_qty DESC LIMIT 10",과잉 재고가 큰 품목을 할인 검토 후보로 정리해드립니다.
생산 관리,방금 본 부족 품목 기준으로 어제 생산 등록을 얼마나 했는지 보여줘,연결형-대응 실행량,✅,생산등록 이력,"production_registrations.sku_id,qty",-,"SELECT sku_id AS item_cd,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY sku_id ORDER BY reg_qty DESC LIMIT 20",부족 대응을 위해 실제 등록한 생산량을 품목별로 보여드립니다.
생산 관리,그럼 어제 품절 시각이 더 빨라진 품목만 따로 알려줘,연결형-악화 감지,⚠️,품절시각,"core_stockout_time.stockout_hour,is_stockout",시각 파싱 누락 가능,"WITH d AS (SELECT item_cd,AVG(stockout_hour) AS h FROM core_stockout_time WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND is_stockout=TRUE GROUP BY item_cd) SELECT item_cd,h FROM d ORDER BY h ASC NULLS LAST LIMIT 10",품절 시각이 빠른 품목을 우선 점검 대상으로 알려드립니다.
생산 관리,이 품목들 기준으로 어제 폐기 손실까지 같이 보여줘,연결형-손실 연계,✅,폐기수량,"raw_inventory_extract.disuse_qty,item_cd,item_nm",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(disuse_qty,'')::numeric,0)) AS disuse_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY disuse_qty DESC LIMIT 10",같은 품목의 폐기 규모까지 함께 보여드립니다.
생산 관리,그럼 어제 1차 생산만으로 커버 가능한 품목 비율이 얼마나 돼?,연결형-차수 효율,⚠️,차수 생산량,"raw_production_extract.prod_qty,prod_qty_2,prod_qty_3",1차 커버 기준은 단순 비율,"SELECT SUM(COALESCE(NULLIF(prod_qty,'')::numeric,0)) AS first_qty,SUM(COALESCE(NULLIF(prod_qty_2,'')::numeric,0)+COALESCE(NULLIF(prod_qty_3,'')::numeric,0)) AS extra_qty FROM raw_production_extract WHERE masked_stor_cd=:store_id AND to_date(prod_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",1차 생산 비중을 기준으로 운영 단순화 가능성을 확인해드립니다.
생산 관리,방금 결과에서 어제 재고가 음수였다가 회복된 품목 알려줘,연결형-회복 추적,✅,재고량 추이,"core_stock_rate.stk_avg,prc_dt",-,"WITH b AS (SELECT item_cd,MIN(CASE WHEN stk_avg<0 THEN to_date(prc_dt,'YYYYMMDD') END) AS first_neg,MAX(CASE WHEN stk_avg>=0 THEN to_date(prc_dt,'YYYYMMDD') END) AS last_nonneg FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT item_cd,first_neg,last_nonneg FROM b WHERE first_neg IS NOT NULL AND last_nonneg IS NOT NULL ORDER BY last_nonneg DESC LIMIT 20",음수 재고에서 회복된 품목을 확인해드립니다.
생산 관리,그럼 어제 재고 경보가 잦은 요일이 언제야?,연결형-요일 패턴,✅,일자별 재고율,"core_stock_rate.prc_dt,stk_rt",-,"SELECT EXTRACT(DOW FROM to_date(prc_dt,'YYYYMMDD')) AS dow,COUNT(*) FILTER (WHERE stk_rt<0) AS warning_cnt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY warning_cnt DESC",재고 경보가 자주 발생한 요일을 보여드립니다.
생산 관리,앞에서 본 위험 품목 기준으로 어제 우선 생산 리스트 5개만 뽑아줘,연결형-실행 리스트,✅,위험품목+판매속도,"core_stock_rate,core_hourly_item_sales",-,"WITH r AS (SELECT item_cd,item_nm,AVG(stk_rt) AS rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), s AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT r.item_cd,r.item_nm,r.rt,COALESCE(s.v,0) AS speed FROM r LEFT JOIN s ON s.item_cd=r.item_cd ORDER BY r.rt ASC, speed DESC LIMIT 5",바로 실행 가능한 우선 생산 리스트 5개를 제공합니다.
생산 관리,그럼 최근 7일 부족 품목 중 판매가 빠른 것부터 다시 정리해줘,연결형-부족 우선순위,⚠️,재고+시간대 판매량,"core_stock_rate.stk_avg,core_hourly_item_sales.sale_qty",재고는 배치 스냅샷,"WITH low AS (SELECT item_cd,item_nm,SUM(stk_avg) AS s FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)<0), spd AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT l.item_cd,l.item_nm,l.s AS shortage_qty,COALESCE(s.v,0) AS avg_hourly_sale_qty FROM low l LEFT JOIN spd s ON s.item_cd=l.item_cd ORDER BY COALESCE(s.v,0) DESC,l.s ASC LIMIT 10",부족 품목 중 판매가 빠른 순서부터 우선 대응 목록을 보여드립니다.
생산 관리,그럼 최근 7일 과잉 품목은 할인 후보로 몇 개 추려줘,연결형-과잉 처리,✅,과잉 재고량,"core_stock_rate.stk_avg,stk_rt",-,"SELECT item_cd,item_nm,SUM(stk_avg) AS excess_qty,AVG(stk_rt) AS avg_stk_rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)>0 ORDER BY excess_qty DESC LIMIT 10",과잉 재고가 큰 품목을 할인 검토 후보로 정리해드립니다.
생산 관리,방금 본 부족 품목 기준으로 최근 7일 생산 등록을 얼마나 했는지 보여줘,연결형-대응 실행량,✅,생산등록 이력,"production_registrations.sku_id,qty",-,"SELECT sku_id AS item_cd,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY sku_id ORDER BY reg_qty DESC LIMIT 20",부족 대응을 위해 실제 등록한 생산량을 품목별로 보여드립니다.
생산 관리,그럼 최근 7일 품절 시각이 더 빨라진 품목만 따로 알려줘,연결형-악화 감지,⚠️,품절시각,"core_stockout_time.stockout_hour,is_stockout",시각 파싱 누락 가능,"WITH d AS (SELECT item_cd,AVG(stockout_hour) AS h FROM core_stockout_time WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND is_stockout=TRUE GROUP BY item_cd) SELECT item_cd,h FROM d ORDER BY h ASC NULLS LAST LIMIT 10",품절 시각이 빠른 품목을 우선 점검 대상으로 알려드립니다.
생산 관리,이 품목들 기준으로 최근 7일 폐기 손실까지 같이 보여줘,연결형-손실 연계,✅,폐기수량,"raw_inventory_extract.disuse_qty,item_cd,item_nm",-,"SELECT item_cd,item_nm,SUM(COALESCE(NULLIF(disuse_qty,'')::numeric,0)) AS disuse_qty FROM raw_inventory_extract WHERE masked_stor_cd=:store_id AND to_date(stock_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm ORDER BY disuse_qty DESC LIMIT 10",같은 품목의 폐기 규모까지 함께 보여드립니다.
생산 관리,그럼 최근 7일 1차 생산만으로 커버 가능한 품목 비율이 얼마나 돼?,연결형-차수 효율,⚠️,차수 생산량,"raw_production_extract.prod_qty,prod_qty_2,prod_qty_3",1차 커버 기준은 단순 비율,"SELECT SUM(COALESCE(NULLIF(prod_qty,'')::numeric,0)) AS first_qty,SUM(COALESCE(NULLIF(prod_qty_2,'')::numeric,0)+COALESCE(NULLIF(prod_qty_3,'')::numeric,0)) AS extra_qty FROM raw_production_extract WHERE masked_stor_cd=:store_id AND to_date(prod_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to",1차 생산 비중을 기준으로 운영 단순화 가능성을 확인해드립니다.
생산 관리,방금 결과에서 최근 7일 재고가 음수였다가 회복된 품목 알려줘,연결형-회복 추적,✅,재고량 추이,"core_stock_rate.stk_avg,prc_dt",-,"WITH b AS (SELECT item_cd,MIN(CASE WHEN stk_avg<0 THEN to_date(prc_dt,'YYYYMMDD') END) AS first_neg,MAX(CASE WHEN stk_avg>=0 THEN to_date(prc_dt,'YYYYMMDD') END) AS last_nonneg FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT item_cd,first_neg,last_nonneg FROM b WHERE first_neg IS NOT NULL AND last_nonneg IS NOT NULL ORDER BY last_nonneg DESC LIMIT 20",음수 재고에서 회복된 품목을 확인해드립니다.
생산 관리,그럼 최근 7일 재고 경보가 잦은 요일이 언제야?,연결형-요일 패턴,✅,일자별 재고율,"core_stock_rate.prc_dt,stk_rt",-,"SELECT EXTRACT(DOW FROM to_date(prc_dt,'YYYYMMDD')) AS dow,COUNT(*) FILTER (WHERE stk_rt<0) AS warning_cnt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY dow ORDER BY warning_cnt DESC",재고 경보가 자주 발생한 요일을 보여드립니다.
생산 관리,앞에서 본 위험 품목 기준으로 최근 7일 우선 생산 리스트 5개만 뽑아줘,연결형-실행 리스트,✅,위험품목+판매속도,"core_stock_rate,core_hourly_item_sales",-,"WITH r AS (SELECT item_cd,item_nm,AVG(stk_rt) AS rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm), s AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT r.item_cd,r.item_nm,r.rt,COALESCE(s.v,0) AS speed FROM r LEFT JOIN s ON s.item_cd=r.item_cd ORDER BY r.rt ASC, speed DESC LIMIT 5",바로 실행 가능한 우선 생산 리스트 5개를 제공합니다.
생산 관리,그럼 최근 14일 부족 품목 중 판매가 빠른 것부터 다시 정리해줘,연결형-부족 우선순위,⚠️,재고+시간대 판매량,"core_stock_rate.stk_avg,core_hourly_item_sales.sale_qty",재고는 배치 스냅샷,"WITH low AS (SELECT item_cd,item_nm,SUM(stk_avg) AS s FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)<0), spd AS (SELECT item_cd,AVG(sale_qty) AS v FROM core_hourly_item_sales WHERE masked_stor_cd=:store_id AND to_date(sale_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd) SELECT l.item_cd,l.item_nm,l.s AS shortage_qty,COALESCE(s.v,0) AS avg_hourly_sale_qty FROM low l LEFT JOIN spd s ON s.item_cd=l.item_cd ORDER BY COALESCE(s.v,0) DESC,l.s ASC LIMIT 10",부족 품목 중 판매가 빠른 순서부터 우선 대응 목록을 보여드립니다.
생산 관리,그럼 최근 14일 과잉 품목은 할인 후보로 몇 개 추려줘,연결형-과잉 처리,✅,과잉 재고량,"core_stock_rate.stk_avg,stk_rt",-,"SELECT item_cd,item_nm,SUM(stk_avg) AS excess_qty,AVG(stk_rt) AS avg_stk_rt FROM core_stock_rate WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to GROUP BY item_cd,item_nm HAVING SUM(stk_avg)>0 ORDER BY excess_qty DESC LIMIT 10",과잉 재고가 큰 품목을 할인 검토 후보로 정리해드립니다.
생산 관리,방금 본 부족 품목 기준으로 최근 14일 생산 등록을 얼마나 했는지 보여줘,연결형-대응 실행량,✅,생산등록 이력,"production_registrations.sku_id,qty",-,"SELECT sku_id AS item_cd,COUNT(*) AS reg_count,SUM(qty) AS reg_qty FROM production_registrations WHERE store_id=:store_id AND registered_at::date BETWEEN :date_from AND :date_to GROUP BY sku_id ORDER BY reg_qty DESC LIMIT 20",부족 대응을 위해 실제 등록한 생산량을 품목별로 보여드립니다.
생산 관리,그럼 최근 14일 품절 시각이 더 빨라진 품목만 따로 알려줘,연결형-악화 감지,⚠️,품절시각,"core_stockout_time.stockout_hour,is_stockout",시각 파싱 누락 가능,"WITH d AS (SELECT item_cd,AVG(stockout_hour) AS h FROM core_stockout_time WHERE masked_stor_cd=:store_id AND to_date(prc_dt,'YYYYMMDD') BETWEEN :date_from AND :date_to AND is_stockout=TRUE GROUP BY item_cd) SELECT item_cd,h FROM d ORDER BY h ASC NULLS LAST LIMIT 10",품절 시각이 빠른 품목을 우선 점검 대상으로 알려드립니다.
